reference_date,rate,fixing_12pm,fixing_4pm
31-07-2023,1.702332,1.708204,1.706939
28-07-2023,1.702673,1.709346,1.706919
27-07-2023,1.70246,1.711959,1.710051
26-07-2023,1.703171,1.711535,1.709896
25-07-2023,1.704625,1.709352,1.707377
24-07-2023,1.702515,1.70925,1.707463
21-07-2023,1.699912,1.705708,1.705125
20-07-2023,1.701809,1.706003,1.70439
19-07-2023,1.698396,1.707001,1.705352
18-07-2023,1.70415,1.712938,1.710371
17-07-2023,1.705483,1.713383,1.711864
14-07-2023,1.705028,1.708634,1.707059
13-07-2023,1.706807,1.712759,1.709617
12-07-2023,1.702762,1.71195,1.705652
11-07-2023,1.704296,1.712432,1.709189
10-07-2023,1.703358,1.713597,1.713112
07-07-2023,1.704242,1.712773,1.711487
06-07-2023,1.708765,1.714034,1.712984
05-07-2023,1.707851,1.712481,1.711501
04-07-2023,1.702213,1.713356,1.711568
03-07-2023,1.704213,1.712798,1.712369
30-06-2023,1.706544,1.714031,1.714955
29-06-2023,1.708458,1.715958,1.713125
28-06-2023,1.70968,1.71548,1.714116
27-06-2023,1.70886,1.712266,1.711793
26-06-2023,1.7004,1.708145,1.706993
23-06-2023,1.701615,1.704497,1.703667
22-06-2023,1.448692,1.454784,1.454756
21-06-2023,1.447099,1.454298,1.454
20-06-2023,1.445475,1.451779,1.449935
19-06-2023,1.442093,1.448327,1.445732
16-06-2023,1.440526,1.448962,1.44596
15-06-2023,1.442594,1.450648,1.446251
14-06-2023,1.445878,1.453439,1.452663
13-06-2023,1.443889,1.453916,1.450713
12-06-2023,1.446341,1.456372,1.45481
09-06-2023,1.445362,1.453259,1.450966
08-06-2023,1.442492,1.451747,1.449242
07-06-2023,1.446603,1.453976,1.453243
06-06-2023,1.450229,1.453583,1.452862
05-06-2023,1.44792,1.451586,1.451208
02-06-2023,1.4433,1.449186,1.446045
01-06-2023,1.441654,1.449934,1.444276
31-05-2023,1.441883,1.448464,1.44705
30-05-2023,1.442698,1.448625,1.44624
26-05-2023,1.444863,1.450106,1.448047
25-05-2023,1.446946,1.45282,1.452068
24-05-2023,1.445112,1.449149,1.44807
23-05-2023,1.441378,1.444497,1.444661
22-05-2023,1.439054,1.442822,1.442851
19-05-2023,1.438342,1.441472,1.441599
17-05-2023,1.430799,1.434168,1.434784
16-05-2023,1.426579,1.429296,1.428433
15-05-2023,1.421139,1.422166,1.423285
12-05-2023,1.415745,1.417453,1.417304
11-05-2023,1.413819,1.416536,1.415349
10-05-2023,1.412144,1.415744,1.41369
09-05-2023,1.411864,1.414941,1.413831
08-05-2023,1.412095,1.415019,1.413145
05-05-2023,1.410029,1.413249,1.410471
04-05-2023,1.409696,1.409435,1.409294
03-05-2023,1.409492,1.415075,1.410152
02-05-2023,1.415141,1.418366,1.415473
28-04-2023,1.419656,1.423904,1.422776
27-04-2023,1.4116,1.415306,1.414153
26-04-2023,1.411067,1.41552,1.413566
25-04-2023,1.411953,1.416073,1.41448
24-04-2023,1.406652,1.409745,1.407728
21-04-2023,1.406175,1.40801,1.407106
20-04-2023,1.403713,1.404893,1.404545
19-04-2023,1.403672,1.405212,1.404803
18-04-2023,1.403842,1.409811,1.406234
17-04-2023,1.40519,1.40996,1.407185
14-04-2023,1.406057,1.411893,1.408394
13-04-2023,1.403658,1.405729,1.404421
12-04-2023,1.405669,1.408877,1.407025
11-04-2023,1.406465,1.410492,1.408191
06-04-2023,1.408214,1.40912,1.40829
05-04-2023,1.41309,1.42084,1.416181
04-04-2023,1.420873,1.426334,1.423721
03-04-2023,1.415224,1.418242,1.418979
31-03-2023,1.418617,1.420384,1.422057
30-03-2023,1.408923,1.413712,1.411221
29-03-2023,1.408664,1.414102,1.412058
28-03-2023,1.409683,1.415153,1.411241
27-03-2023,1.416662,1.414763,1.412478
24-03-2023,1.411623,1.415391,1.413377
23-03-2023,0.90927,0.908775,0.908033
22-03-2023,0.910832,0.905525,0.908874
21-03-2023,0.910171,0.905749,0.907205
20-03-2023,0.913614,0.911696,0.911918
17-03-2023,0.914586,0.910549,0.912093
16-03-2023,0.919193,0.916125,0.917697
15-03-2023,0.917445,0.92609,0.919709
14-03-2023,0.920294,0.932151,0.920161
13-03-2023,0.933465,0.945341,0.937748
10-03-2023,0.942749,0.94869,0.942942
09-03-2023,0.945913,0.951307,0.948784
08-03-2023,0.947806,0.949099,0.949871
07-03-2023,0.944765,0.944835,0.94594
06-03-2023,0.934311,0.93519,0.934253
03-03-2023,0.926975,0.933976,0.927929
02-03-2023,0.929027,0.937476,0.931682
01-03-2023,0.928169,0.940834,0.934998
28-02-2023,0.937929,0.942884,0.938625
27-02-2023,0.940019,0.946187,0.942939
24-02-2023,0.943507,0.947122,0.944281
23-02-2023,0.942773,0.95036,0.944063
22-02-2023,0.948011,0.951903,0.950056
21-02-2023,0.950916,0.952297,0.951941
20-02-2023,0.948901,0.950334,0.950069
17-02-2023,0.947335,0.949133,0.948272
16-02-2023,0.94474,0.946095,0.944931
15-02-2023,0.939515,0.944557,0.939642
14-02-2023,0.935515,0.940138,0.937243
13-02-2023,0.937642,0.946072,0.9414
10-02-2023,0.941853,0.949736,0.942671
09-02-2023,0.951653,0.955977,0.953297
08-02-2023,0.95597,0.958532,0.957381
07-02-2023,0.952499,0.952628,0.953486
06-02-2023,0.946981,0.948496,0.948277
03-02-2023,0.945657,0.946491,0.946545
02-02-2023,0.942125,0.943385,0.94257
01-02-2023,0.941766,0.944646,0.942577
31-01-2023,0.946142,0.951938,0.948012
30-01-2023,0.947953,0.949374,0.948683
27-01-2023,0.947518,0.947118,0.948448
26-01-2023,0.945952,0.946967,0.946629
25-01-2023,0.945416,0.944267,0.945082
24-01-2023,0.939101,0.940754,0.939982
23-01-2023,0.939358,0.942262,0.940183
20-01-2023,0.937331,0.940182,0.938164
19-01-2023,0.937,0.939346,0.938721
18-01-2023,0.937781,0.938382,0.938332
17-01-2023,0.936423,0.937061,0.93738
16-01-2023,0.939932,0.941132,0.940254
13-01-2023,0.931384,0.933342,0.931316
12-01-2023,0.930891,0.93157,0.930226
11-01-2023,0.935692,0.939568,0.936186
10-01-2023,0.945695,0.94793,0.946508
09-01-2023,0.946529,0.947626,0.946937
06-01-2023,0.9457,0.946495,0.945172
05-01-2023,0.947037,0.948253,0.947162
04-01-2023,0.946407,0.948996,0.947136
03-01-2023,0.950925,0.952289,0.952221
30-12-2022,0.942118,0.944993,0.945475
29-12-2022,0.935247,0.947455,0.943193
28-12-2022,0.939876,0.939719,0.941676
27-12-2022,0.936676,0.9469,0.937939
23-12-2022,0.956236,0.957267,0.956476
22-12-2022,0.950917,0.95095,0.951029
21-12-2022,0.948754,0.947612,0.948265
20-12-2022,0.943006,0.942736,0.943445
19-12-2022,0.93703,0.940964,0.937361
16-12-2022,0.938534,0.940793,0.94013
15-12-2022,0.451261,0.454868,0.453269
14-12-2022,0.453386,0.458441,0.454743
13-12-2022,0.453391,0.459171,0.457812
12-12-2022,0.459335,0.462104,0.460466
09-12-2022,0.461501,0.462926,0.462858
08-12-2022,0.460195,0.45736,0.457774
07-12-2022,0.456799,0.458136,0.456454
06-12-2022,0.457149,0.457159,0.456598
05-12-2022,0.456258,0.458252,0.456961
02-12-2022,0.458407,0.459337,0.459095
01-12-2022,0.459501,0.459293,0.460169
30-11-2022,0.459251,0.460824,0.460193
29-11-2022,0.459201,0.459079,0.459578
28-11-2022,0.459359,0.458757,0.458533
25-11-2022,0.45454,0.454405,0.454968
24-11-2022,0.451409,0.450817,0.451162
23-11-2022,0.452323,0.454303,0.452894
22-11-2022,0.451251,0.454568,0.451241
21-11-2022,0.456993,0.456012,0.457389
18-11-2022,0.45025,0.452485,0.45101
17-11-2022,0.450881,0.451533,0.451338
16-11-2022,0.451232,0.452714,0.452114
15-11-2022,0.453219,0.453815,0.453012
14-11-2022,0.450827,0.44981,0.450385
11-11-2022,0.451399,0.451037,0.451003
10-11-2022,0.452104,0.451035,0.452023
09-11-2022,0.450096,0.451528,0.451135
08-11-2022,0.45052,0.454668,0.450056
07-11-2022,0.453429,0.455545,0.453988
04-11-2022,0.447446,0.453643,0.447827
03-11-2022,0.456521,0.458313,0.457003
02-11-2022,0.462801,0.464219,0.464298
01-11-2022,0.472101,0.472894,0.473512
31-10-2022,0.470718,0.469627,0.470385
28-10-2022,0.459605,0.45575,0.459221
27-10-2022,0.453023,0.451174,0.453028
26-10-2022,0.441779,0.44051,0.441155
25-10-2022,0.440404,0.441875,0.440961
24-10-2022,0.430327,0.444082,0.435642
21-10-2022,0.437791,0.445294,0.441887
20-10-2022,0.446218,0.448152,0.446108
19-10-2022,0.447044,0.450347,0.44711
18-10-2022,0.450573,0.452402,0.451635
17-10-2022,0.451909,0.445161,0.451238
14-10-2022,0.437208,0.44004,0.438379
13-10-2022,0.439929,0.441259,0.44008
12-10-2022,0.442408,0.440617,0.442606
11-10-2022,0.444284,0.446566,0.444608
10-10-2022,0.444302,0.444494,0.444072
07-10-2022,0.43978,0.443851,0.441059
06-10-2022,0.441356,0.440575,0.439601
05-10-2022,0.445109,0.446778,0.445234
04-10-2022,0.444624,0.448216,0.446396
03-10-2022,0.438425,0.437822,0.438411
30-09-2022,0.43653,0.430225,0.435209
29-09-2022,0.401184,0.400694,0.400591
28-09-2022,0.397292,0.394188,0.396987
27-09-2022,0.377469,0.377166,0.37733
26-09-2022,0.382446,0.384596,0.382351
23-09-2022,0.375998,0.376394,0.376134
22-09-2022,-0.213901,-0.213396,-0.214382
21-09-2022,-0.214512,-0.215161,-0.215202
20-09-2022,-0.215364,-0.21643,-0.216379
19-09-2022,-0.213773,-0.213897,-0.2146
16-09-2022,-0.213174,-0.214019,-0.21369
15-09-2022,-0.211355,-0.213371,-0.211848
14-09-2022,-0.212813,-0.21491,-0.215039
13-09-2022,-0.213529,-0.213635,-0.214211
12-09-2022,-0.213135,-0.21365,-0.213914
09-09-2022,-0.212704,-0.213432,-0.213389
08-09-2022,-0.21227,-0.21332,-0.212871
07-09-2022,-0.211577,-0.212361,-0.212008
06-09-2022,-0.210622,-0.210649,-0.210746
05-09-2022,-0.209949,-0.209136,-0.20989
02-09-2022,-0.209099,-0.209094,-0.208958
01-09-2022,-0.209887,-0.208959,-0.209878
31-08-2022,-0.200623,-0.206823,-0.203077
30-08-2022,-0.211085,-0.212153,-0.21149
29-08-2022,-0.209884,-0.210044,-0.209799
26-08-2022,-0.20915,-0.20867,-0.209434
25-08-2022,-0.206724,-0.209374,-0.209394
24-08-2022,-0.210045,-0.210508,-0.210031
23-08-2022,-0.209666,-0.21021,-0.209626
22-08-2022,-0.208649,-0.209048,-0.209207
19-08-2022,-0.210692,-0.212102,-0.21088
18-08-2022,-0.21047,-0.209435,-0.21068
17-08-2022,-0.210782,-0.211618,-0.211837
16-08-2022,-0.209503,-0.20982,-0.209375
15-08-2022,-0.207749,-0.208642,-0.208208
12-08-2022,-0.209749,-0.208412,-0.209659
11-08-2022,-0.209194,-0.209392,-0.209672
10-08-2022,-0.207915,-0.206438,-0.207568
09-08-2022,-0.208244,-0.206689,-0.207953
08-08-2022,-0.208007,-0.207492,-0.207599
05-08-2022,-0.20833,-0.208512,-0.209306
04-08-2022,-0.208758,-0.207819,-0.208489
03-08-2022,-0.207892,-0.206661,-0.207408
02-08-2022,-0.208158,-0.206842,-0.20793
29-07-2022,-0.18865,-0.192164,-0.189315
28-07-2022,-0.206001,-0.205095,-0.205251
27-07-2022,-0.206142,-0.207509,-0.205708
26-07-2022,-0.208027,-0.207291,-0.207688
25-07-2022,-0.20659,-0.207452,-0.206167
22-07-2022,-0.202208,-0.213004,-0.201233
21-07-2022,-0.210998,-0.215406,-0.213574
20-07-2022,-0.213134,-0.21416,-0.21385
19-07-2022,-0.213576,-0.213495,-0.213994
18-07-2022,-0.210317,-0.210078,-0.210294
15-07-2022,-0.210095,-0.209686,-0.210118
14-07-2022,-0.210415,-0.211023,-0.21061
13-07-2022,-0.20999,-0.210124,-0.209928
12-07-2022,-0.207978,-0.209119,-0.207752
11-07-2022,-0.209433,-0.208809,-0.20938
08-07-2022,-0.212823,-0.21334,-0.213281
07-07-2022,-0.212121,-0.212276,-0.212516
06-07-2022,-0.210571,-0.209503,-0.210547
05-07-2022,-0.209658,-0.208435,-0.209576
04-07-2022,-0.206222,-0.204691,-0.205547
01-07-2022,-0.205053,-0.205674,-0.20585
30-06-2022,-0.195447,-0.199871,-0.195321
29-06-2022,-0.200881,-0.201237,-0.200792
28-06-2022,-0.195158,-0.201202,-0.196341
27-06-2022,-0.202217,-0.205391,-0.202772
24-06-2022,-0.201077,-0.200779,-0.201243
23-06-2022,-0.198652,-0.200308,-0.200458
22-06-2022,-0.194618,-0.199129,-0.19625
21-06-2022,-0.207307,-0.21199,-0.206937
20-06-2022,-0.210508,-0.211426,-0.210804
17-06-2022,-0.210253,-0.213541,-0.212677
16-06-2022,-0.499792,-0.569677,-0.515733
15-06-2022,-0.695887,-0.703508,-0.697269
14-06-2022,-0.703587,-0.707432,-0.703135
13-06-2022,-0.708642,-0.708227,-0.708323
10-06-2022,-0.707569,-0.70947,-0.708801
09-06-2022,-0.707851,-0.708805,-0.708664
08-06-2022,-0.707917,-0.708846,-0.709275
07-06-2022,-0.70856,-0.707809,-0.708511
03-06-2022,-0.708833,-0.709099,-0.708804
02-06-2022,-0.708356,-0.707741,-0.708097
01-06-2022,-0.708829,-0.709413,-0.708822
31-05-2022,-0.692302,-0.696692,-0.692384
30-05-2022,-0.709508,-0.708995,-0.709617
27-05-2022,-0.709455,-0.710096,-0.70939
25-05-2022,-0.709319,-0.70897,-0.70872
24-05-2022,-0.709266,-0.709941,-0.708884
23-05-2022,-0.708531,-0.707576,-0.708349
20-05-2022,-0.709677,-0.710629,-0.709881
19-05-2022,-0.710857,-0.711917,-0.712237
18-05-2022,-0.710689,-0.7101,-0.71089
17-05-2022,-0.709033,-0.70987,-0.708758
16-05-2022,-0.709321,-0.708933,-0.709098
13-05-2022,-0.70922,-0.709138,-0.70908
12-05-2022,-0.709048,-0.70963,-0.708914
11-05-2022,-0.710185,-0.711485,-0.711343
10-05-2022,-0.709857,-0.709979,-0.709985
09-05-2022,-0.70797,-0.708209,-0.708704
06-05-2022,-0.707319,-0.706863,-0.70678
05-05-2022,-0.705288,-0.703027,-0.704272
04-05-2022,-0.706886,-0.707138,-0.706225
03-05-2022,-0.704452,-0.704702,-0.703315
02-05-2022,-0.701838,-0.702529,-0.702425
29-04-2022,-0.701592,-0.703125,-0.701496
28-04-2022,-0.70715,-0.707707,-0.706599
27-04-2022,-0.707814,-0.709343,-0.707325
26-04-2022,-0.708318,-0.708052,-0.708065
25-04-2022,-0.707494,-0.707688,-0.707213
22-04-2022,-0.708779,-0.708277,-0.708647
21-04-2022,-0.709692,-0.709375,-0.7096
20-04-2022,-0.708712,-0.708874,-0.708412
19-04-2022,-0.709118,-0.709608,-0.709125
14-04-2022,-0.709521,-0.708279,-0.709266
13-04-2022,-0.70804,-0.707619,-0.707531
12-04-2022,-0.707958,-0.708059,-0.707512
11-04-2022,-0.707956,-0.708038,-0.707714
08-04-2022,-0.708183,-0.709231,-0.7087
07-04-2022,-0.708562,-0.709274,-0.708367
06-04-2022,-0.707253,-0.707661,-0.706867
05-04-2022,-0.708468,-0.706944,-0.707968
04-04-2022,-0.706659,-0.70465,-0.705502
01-04-2022,-0.7033,-0.703469,-0.703826
31-03-2022,-0.701726,-0.703665,-0.701729
30-03-2022,-0.701874,-0.701756,-0.702023
29-03-2022,-0.700303,-0.698072,-0.699791
28-03-2022,-0.699483,-0.69802,-0.699194
25-03-2022,-0.700627,-0.69884,-0.699933
24-03-2022,-0.698258,-0.695839,-0.69753
23-03-2022,-0.692133,-0.691661,-0.692257
22-03-2022,-0.691818,-0.691103,-0.691799
21-03-2022,-0.691724,-0.692342,-0.692156
18-03-2022,-0.68743,-0.689497,-0.687129
17-03-2022,-0.681313,-0.68934,-0.683902
16-03-2022,-0.688875,-0.693029,-0.690838
15-03-2022,-0.697491,-0.703158,-0.699503
14-03-2022,-0.699052,-0.706175,-0.701135
11-03-2022,-0.708304,-0.711528,-0.71115
10-03-2022,-0.704382,-0.714567,-0.70894
09-03-2022,-0.714656,-0.715335,-0.714746
08-03-2022,-0.712995,-0.714104,-0.713622
07-03-2022,-0.716135,-0.716303,-0.7165
04-03-2022,-0.716227,-0.716181,-0.716516
03-03-2022,-0.717187,-0.716702,-0.717338
02-03-2022,-0.715363,-0.716219,-0.715878
01-03-2022,-0.712445,-0.712403,-0.712588
28-02-2022,-0.698075,-0.711909,-0.700331
25-02-2022,-0.716351,-0.717345,-0.716874
24-02-2022,-0.718465,-0.717389,-0.719459
23-02-2022,-0.717005,-0.716952,-0.717298
22-02-2022,-0.716355,-0.716651,-0.716767
21-02-2022,-0.71674,-0.71665,-0.717253
18-02-2022,-0.716572,-0.716634,-0.716949
17-02-2022,-0.716009,-0.716443,-0.716352
16-02-2022,-0.71632,-0.717041,-0.71668
15-02-2022,-0.71641,-0.717085,-0.71686
14-02-2022,-0.713401,-0.716383,-0.716215
11-02-2022,-0.71617,-0.716268,-0.716492
10-02-2022,-0.716083,-0.717073,-0.716465
09-02-2022,-0.715874,-0.71599,-0.716004
08-02-2022,-0.714349,-0.715856,-0.715439
07-02-2022,-0.713964,-0.71446,-0.714633
04-02-2022,-0.712908,-0.713974,-0.713683
03-02-2022,-0.712981,-0.713314,-0.713596
02-02-2022,-0.711321,-0.711999,-0.711508
01-02-2022,-0.710138,-0.711884,-0.711004
31-01-2022,-0.696923,-0.707853,-0.698202
28-01-2022,-0.712118,-0.713003,-0.712767
27-01-2022,-0.711974,-0.71299,-0.712637
26-01-2022,-0.712482,-0.713663,-0.713398
25-01-2022,-0.713136,-0.713471,-0.714343
24-01-2022,-0.71234,-0.712729,-0.713085
21-01-2022,-0.713036,-0.712827,-0.713674
20-01-2022,-0.711853,-0.712425,-0.712719
19-01-2022,-0.712008,-0.71286,-0.712776
18-01-2022,-0.711945,-0.71206,-0.712877
17-01-2022,-0.711491,-0.712615,-0.712307
14-01-2022,-0.70932,-0.709609,-0.709308
13-01-2022,-0.708242,-0.708129,-0.708072
12-01-2022,-0.709677,-0.710441,-0.709801
11-01-2022,-0.709619,-0.710194,-0.710159
10-01-2022,-0.710004,-0.70988,-0.710331
07-01-2022,-0.70763,-0.707703,-0.707104
06-01-2022,-0.709365,-0.709432,-0.709602
05-01-2022,-0.708718,-0.706953,-0.708316
04-01-2022,-0.704167,-0.703336,-0.705005
03-01-2022,-0.702072,-0.701124,-0.702504
31-12-2021,-0.68483,-0.683571,-0.68483
30-12-2021,-0.685636,-0.699846,-0.689073
29-12-2021,-0.703104,-0.705459,-0.705233
28-12-2021,-0.703774,-0.703991,-0.704287
27-12-2021,-0.703335,-0.703759,-0.704234
24-12-2021,-0.70345,-0.704356,-0.704386
23-12-2021,-0.704965,-0.706463,-0.707064
22-12-2021,-0.704224,-0.706748,-0.705864
21-12-2021,-0.702982,-0.704126,-0.703864
20-12-2021,-0.704973,-0.705359,-0.706351
17-12-2021,-0.707333,-0.70901,-0.708964
16-12-2021,-0.706216,-0.707567,-0.70751
15-12-2021,-0.703286,-0.705589,-0.704422
14-12-2021,-0.70349,-0.704926,-0.704634
13-12-2021,-0.703301,-0.702843,-0.704181
10-12-2021,-0.702749,-0.703826,-0.703047
09-12-2021,-0.701685,-0.702437,-0.701475
08-12-2021,-0.69887,-0.701296,-0.701567
07-12-2021,-0.697951,-0.701285,-0.701144
06-12-2021,-0.694074,-0.694885,-0.695193
03-12-2021,-0.693841,-0.700703,-0.697224
02-12-2021,-0.699979,-0.70674,-0.702698
01-12-2021,-0.70365,-0.704968,-0.703692
30-11-2021,-0.680889,-0.705811,-0.681855
29-11-2021,-0.709617,-0.7115,-0.710802
26-11-2021,-0.711175,-0.712692,-0.711692
25-11-2021,-0.711259,-0.710723,-0.711633
24-11-2021,-0.710864,-0.712283,-0.71145
23-11-2021,-0.706419,-0.710397,-0.707465
22-11-2021,-0.711528,-0.712085,-0.712198
19-11-2021,-0.710935,-0.712168,-0.71164
18-11-2021,-0.710763,-0.711167,-0.711309
17-11-2021,-0.710254,-0.711433,-0.710983
16-11-2021,-0.710672,-0.711575,-0.711271
15-11-2021,-0.710984,-0.711848,-0.711533
12-11-2021,-0.711008,-0.711116,-0.711277
11-11-2021,-0.711822,-0.712279,-0.712034
10-11-2021,-0.711287,-0.711057,-0.71152
09-11-2021,-0.710316,-0.710434,-0.710503
08-11-2021,-0.710152,-0.709574,-0.710153
05-11-2021,-0.709318,-0.709486,-0.709371
04-11-2021,-0.709539,-0.708428,-0.709328
03-11-2021,-0.705694,-0.703815,-0.704679
02-11-2021,-0.706237,-0.705408,-0.705861
01-11-2021,-0.707334,-0.705826,-0.706581
29-10-2021,-0.693678,-0.706448,-0.699057
28-10-2021,-0.708941,-0.711124,-0.710091
27-10-2021,-0.709791,-0.711952,-0.710146
26-10-2021,-0.710629,-0.711951,-0.711314
25-10-2021,-0.709472,-0.710284,-0.710378
22-10-2021,-0.71018,-0.711009,-0.711157
21-10-2021,-0.710612,-0.711018,-0.710561
20-10-2021,-0.710421,-0.711645,-0.710735
19-10-2021,-0.708234,-0.711007,-0.710256
18-10-2021,-0.70989,-0.712064,-0.710483
15-10-2021,-0.707996,-0.708831,-0.707884
14-10-2021,-0.709209,-0.71051,-0.709063
13-10-2021,-0.711466,-0.71294,-0.711816
12-10-2021,-0.712646,-0.715067,-0.713575
11-10-2021,-0.712821,-0.714923,-0.714119
08-10-2021,-0.714041,-0.716432,-0.715365
07-10-2021,-0.713898,-0.715551,-0.714857
06-10-2021,-0.714713,-0.715814,-0.715935
05-10-2021,-0.713292,-0.713941,-0.714345
04-10-2021,-0.713267,-0.714724,-0.713896
01-10-2021,-0.712811,-0.714375,-0.713596
30-09-2021,-0.672877,-0.709759,-0.681576
29-09-2021,-0.71647,-0.71834,-0.718796
28-09-2021,-0.719445,-0.719483,-0.719383
27-09-2021,-0.719525,-0.71908,-0.719546
24-09-2021,-0.71804,-0.717961,-0.717815
23-09-2021,-0.717637,-0.717668,-0.717157
22-09-2021,-0.716263,-0.717959,-0.715462
21-09-2021,-0.717596,-0.720175,-0.717983
20-09-2021,-0.717677,-0.719673,-0.719514
17-09-2021,-0.719884,-0.719496,-0.719906
16-09-2021,-0.720633,-0.721444,-0.721
15-09-2021,-0.717876,-0.723242,-0.719215
14-09-2021,-0.719012,-0.725052,-0.723918
13-09-2021,-0.72327,-0.724713,-0.724657
10-09-2021,-0.723513,-0.725127,-0.724553
09-09-2021,-0.722743,-0.724562,-0.723848
08-09-2021,-0.720505,-0.72121,-0.720821
07-09-2021,-0.722069,-0.723741,-0.722882
06-09-2021,-0.722411,-0.724582,-0.723705
03-09-2021,-0.721662,-0.723519,-0.722737
02-09-2021,-0.716148,-0.719119,-0.717512
01-09-2021,-0.718864,-0.725137,-0.723365
31-08-2021,-0.72305,-0.72495,-0.723105
30-08-2021,-0.724721,-0.725818,-0.724776
27-08-2021,-0.724611,-0.725194,-0.724889
26-08-2021,-0.725125,-0.724762,-0.725158
25-08-2021,-0.724588,-0.724838,-0.724463
24-08-2021,-0.725193,-0.725338,-0.725326
23-08-2021,-0.723977,-0.72467,-0.724103
20-08-2021,-0.724845,-0.724901,-0.724806
19-08-2021,-0.725126,-0.724818,-0.72531
18-08-2021,-0.725143,-0.72527,-0.725302
17-08-2021,-0.725222,-0.725001,-0.725321
16-08-2021,-0.72518,-0.725252,-0.725398
13-08-2021,-0.725337,-0.725521,-0.725538
12-08-2021,-0.724325,-0.725027,-0.724654
11-08-2021,-0.725185,-0.725893,-0.725553
10-08-2021,-0.72521,-0.726181,-0.725616
09-08-2021,-0.725512,-0.726051,-0.725884
06-08-2021,-0.724848,-0.724618,-0.724781
05-08-2021,-0.725503,-0.726043,-0.725912
04-08-2021,-0.725226,-0.725623,-0.725303
03-08-2021,-0.725132,-0.725502,-0.725381
02-08-2021,-0.722162,-0.725331,-0.723888
30-07-2021,-0.721564,-0.724845,-0.721768
29-07-2021,-0.724761,-0.724385,-0.724698
28-07-2021,-0.725111,-0.725194,-0.725152
27-07-2021,-0.725335,-0.725636,-0.725612
26-07-2021,-0.725046,-0.725464,-0.725239
23-07-2021,-0.725331,-0.724907,-0.725507
22-07-2021,-0.725112,-0.724867,-0.725247
21-07-2021,-0.725288,-0.725633,-0.72564
20-07-2021,-0.725509,-0.725228,-0.725737
19-07-2021,-0.725655,-0.725295,-0.725888
16-07-2021,-0.727183,-0.72582,-0.727823
15-07-2021,-0.727486,-0.727586,-0.728128
14-07-2021,-0.725377,-0.726756,-0.726748
13-07-2021,-0.726147,-0.726931,-0.726589
12-07-2021,-0.726061,-0.726968,-0.726783
09-07-2021,-0.726393,-0.72691,-0.726819
08-07-2021,-0.7263,-0.72748,-0.726758
07-07-2021,-0.725942,-0.726619,-0.726223
06-07-2021,-0.725663,-0.726368,-0.725855
05-07-2021,-0.726384,-0.727365,-0.727039
02-07-2021,-0.725463,-0.725563,-0.725512
01-07-2021,-0.721368,-0.724502,-0.722588
30-06-2021,-0.722566,-0.725747,-0.723036
29-06-2021,-0.725649,-0.726463,-0.726122
28-06-2021,-0.725809,-0.726322,-0.726095
25-06-2021,-0.725837,-0.726084,-0.725885
24-06-2021,-0.725911,-0.726688,-0.725841
23-06-2021,-0.725273,-0.726293,-0.725309
22-06-2021,-0.72633,-0.727608,-0.72663
21-06-2021,-0.726377,-0.726043,-0.727007
18-06-2021,-0.725487,-0.726238,-0.725603
17-06-2021,-0.725775,-0.727061,-0.726038
16-06-2021,-0.725392,-0.72667,-0.726076
15-06-2021,-0.725874,-0.726377,-0.726163
14-06-2021,-0.725256,-0.725858,-0.72574
11-06-2021,-0.72561,-0.726163,-0.725999
10-06-2021,-0.725823,-0.726163,-0.726247
09-06-2021,-0.725567,-0.726305,-0.725764
08-06-2021,-0.725885,-0.726,-0.726121
07-06-2021,-0.725575,-0.726325,-0.725855
04-06-2021,-0.725913,-0.726513,-0.726209
03-06-2021,-0.725901,-0.726067,-0.726267
02-06-2021,-0.72592,-0.726309,-0.726144
01-06-2021,-0.725216,-0.725646,-0.725286
31-05-2021,-0.725578,-0.725902,-0.725774
28-05-2021,-0.725971,-0.726502,-0.726333
27-05-2021,-0.725891,-0.726739,-0.726461
26-05-2021,-0.725944,-0.726601,-0.726311
25-05-2021,-0.725852,-0.726675,-0.72593
21-05-2021,-0.725094,-0.726703,-0.725834
20-05-2021,-0.725432,-0.726647,-0.726004
19-05-2021,-0.725931,-0.726978,-0.726166
18-05-2021,-0.725932,-0.726903,-0.726359
17-05-2021,-0.725935,-0.726816,-0.726299
14-05-2021,-0.725896,-0.726624,-0.726481
12-05-2021,-0.725719,-0.726334,-0.726042
11-05-2021,-0.725637,-0.726082,-0.725822
10-05-2021,-0.725673,-0.726388,-0.72648
07-05-2021,-0.725736,-0.7261,-0.725967
06-05-2021,-0.725532,-0.726803,-0.726083
05-05-2021,-0.726071,-0.726716,-0.726319
04-05-2021,-0.725621,-0.726741,-0.726021
03-05-2021,-0.725467,-0.726216,-0.725808
30-04-2021,-0.725071,-0.726569,-0.725768
29-04-2021,-0.725685,-0.726404,-0.726187
28-04-2021,-0.725862,-0.726415,-0.726341
27-04-2021,-0.725353,-0.726234,-0.725858
26-04-2021,-0.725411,-0.726079,-0.725817
23-04-2021,-0.72545,-0.72583,-0.725707
22-04-2021,-0.725669,-0.726293,-0.725922
21-04-2021,-0.725443,-0.726032,-0.725783
20-04-2021,-0.725919,-0.726499,-0.726352
19-04-2021,-0.725697,-0.726532,-0.726213
16-04-2021,-0.726723,-0.727562,-0.726861
15-04-2021,-0.726011,-0.726693,-0.726307
14-04-2021,-0.725833,-0.726719,-0.72615
