reference_date,rate
12-08-1997,3.25
18-08-1997,3.3
19-08-1997,3.26
20-08-1997,3.345
21-08-1997,3.385
22-08-1997,3.265
25-08-1997,3.336
26-08-1997,3.267
27-08-1997,3.307
28-08-1997,3.4615
02-09-1997,3.4426
03-09-1997,3.282
04-09-1997,3.3477
05-09-1997,3.25
08-09-1997,3.2702
09-09-1997,3.289
10-09-1997,3.273
11-09-1997,3.34
12-09-1997,3.2769
15-09-1997,3.4569
16-09-1997,3.243
17-09-1997,3.2392
18-09-1997,3.3599
19-09-1997,3.2348
22-09-1997,3.2395
23-09-1997,3.2664
24-09-1997,3.268
25-09-1997,3.3013
26-09-1997,3.3009
29-09-1997,3.3785
30-09-1997,3.5979
01-10-1997,3.5985
02-10-1997,3.6447
03-10-1997,3.527
06-10-1997,3.5351
07-10-1997,3.4962
08-10-1997,3.52
09-10-1997,3.6066
10-10-1997,3.49
14-10-1997,3.5466
15-10-1997,3.7048
16-10-1997,3.65
17-10-1997,3.535
20-10-1997,3.6066
21-10-1997,3.52
22-10-1997,3.5616
23-10-1997,3.6042
24-10-1997,3.579
27-10-1997,3.6261
28-10-1997,3.6208
29-10-1997,3.6045
30-10-1997,3.7177
31-10-1997,3.8169
03-11-1997,3.718
04-11-1997,3.6869
05-11-1997,3.5794
06-11-1997,3.5603
07-11-1997,3.4021
10-11-1997,3.4986
12-11-1997,3.515
13-11-1997,3.6415
14-11-1997,3.5687
17-11-1997,3.5443
18-11-1997,3.5436
19-11-1997,3.501
20-11-1997,3.5763
21-11-1997,3.515
24-11-1997,3.5108
25-11-1997,3.7818
26-11-1997,3.8858
27-11-1997,3.9148
28-11-1997,3.97
01-12-1997,4.0168
02-12-1997,3.843
03-12-1997,3.7806
04-12-1997,3.7907
05-12-1997,3.7717
08-12-1997,3.7669
09-12-1997,3.7331
10-12-1997,3.7428
11-12-1997,3.81
12-12-1997,4.2499
15-12-1997,4.31
16-12-1997,4.31
17-12-1997,4.17
18-12-1997,4.41
19-12-1997,4.4
23-12-1997,4.488
24-12-1997,4.45
29-12-1997,4.3339
30-12-1997,4.3324
31-12-1997,4.37
02-01-1998,4.368
05-01-1998,4.363
06-01-1998,4.3449
07-01-1998,4.2884
08-01-1998,4.1081
09-01-1998,4.3241
12-01-1998,3.0727
13-01-1998,4.3216
14-01-1998,4.3662
15-01-1998,4.3164
16-01-1998,4.3361
19-01-1998,4.2942
20-01-1998,4.2054
21-01-1998,4.2892
22-01-1998,4.3326
23-01-1998,4.33
26-01-1998,4.35
27-01-1998,4.3478
28-01-1998,4.3865
29-01-1998,4.4045
30-01-1998,4.911
02-02-1998,4.9266
03-02-1998,4.7864
04-02-1998,4.8192
05-02-1998,4.8583
06-02-1998,4.7487
09-02-1998,4.72
10-02-1998,4.7155
11-02-1998,4.7166
12-02-1998,4.7415
13-02-1998,4.84
16-02-1998,4.7893
17-02-1998,4.7426
18-02-1998,4.7464
19-02-1998,4.8105
20-02-1998,4.75
23-02-1998,4.7029
24-02-1998,4.7286
25-02-1998,4.7476
26-02-1998,4.8
27-02-1998,5.1114
02-03-1998,4.9353
03-03-1998,4.8067
04-03-1998,4.6911
05-03-1998,4.76
06-03-1998,4.6395
09-03-1998,4.7776
10-03-1998,4.73
11-03-1998,4.7
12-03-1998,4.7284
13-03-1998,4.8284
16-03-1998,4.9058
17-03-1998,4.6671
18-03-1998,4.6842
19-03-1998,4.7756
20-03-1998,4.6894
23-03-1998,4.6873
24-03-1998,4.6061
25-03-1998,4.69
26-03-1998,4.7389
27-03-1998,4.8197
30-03-1998,4.8412
31-03-1998,4.9435
01-04-1998,4.69
02-04-1998,4.8
03-04-1998,4.76
06-04-1998,4.77
07-04-1998,4.77
08-04-1998,4.77
13-04-1998,4.75
14-04-1998,4.79
15-04-1998,4.9
16-04-1998,4.84
17-04-1998,4.77
20-04-1998,4.77
21-04-1998,4.75
22-04-1998,4.75
23-04-1998,4.76
24-04-1998,4.79
27-04-1998,4.78
28-04-1998,4.8
30-04-1998,4.9
01-05-1998,4.7823
04-05-1998,4.5237
05-05-1998,4.7715
06-05-1998,4.7746
07-05-1998,4.7735
08-05-1998,4.7696
11-05-1998,4.75
12-05-1998,4.7663
13-05-1998,4.7823
14-05-1998,4.8858
15-05-1998,4.88
19-05-1998,4.7642
20-05-1998,4.77
21-05-1998,4.7488
22-05-1998,4.624
25-05-1998,4.7366
26-05-1998,4.8
27-05-1998,4.5222
28-05-1998,4.8839
29-05-1998,4.8976
01-06-1998,4.8806
02-06-1998,4.4815
03-06-1998,4.4734
04-06-1998,4.4151
05-06-1998,4.7177
08-06-1998,4.7323
09-06-1998,4.7672
10-06-1998,4.7831
11-06-1998,4.85
12-06-1998,4.7946
15-06-1998,4.8181
16-06-1998,4.7603
17-06-1998,4.7777
18-06-1998,4.7575
19-06-1998,4.7674
22-06-1998,4.779
23-06-1998,4.798
24-06-1998,4.7751
25-06-1998,4.9058
26-06-1998,4.7915
29-06-1998,4.8566
30-06-1998,4.9821
02-07-1998,4.8833
03-07-1998,4.8387
06-07-1998,4.8047
07-07-1998,4.781
08-07-1998,4.6854
